ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID864190684,1/136 St Georges Rd,2,u,503000.0,17/06/2017,1.0,1.0,0.0,49.0,-37.769259999999996,144.99157
ID161044952,2 Osborne Av,3,t,1435000.0,29/07/2017,3.0,2.0,307.0,5.0,-37.91648,145.04927
ID877405542,2/42 Grattan Pl,2,u,720000.0,24/06/2017,1.0,1.0,3481.0,109.0,-37.80087,144.96622
ID371634075,9 Bailey Av,4,h,3000000.0,23/09/2017,3.0,2.0,474.0,104.0,-37.86345,145.02454
ID558904030,101 Holmes Rd,4,h,1120000.0,8/10/2016,1.0,1.0,571.0,104.0,-37.7659,144.9116
ID792262512,1/1 Glen Iris Rd,3,t,1300000.0,6/08/2016,2.0,2.0,342.0,59.0,-37.8433,145.0695
ID656044887,325 Belmore Rd,5,h,3250000.0,6/08/2016,4.0,2.0,886.0,6.0,-37.804,145.0951
ID961212659,7 Austin St,3,h,740000.0,22/07/2017,1.0,2.0,968.0,64.0,-37.88523,145.28553
ID380051936,3/132 Widford St,3,t,440000.0,28/05/2016,2.0,1.0,215.0,9.0,-37.6952,144.9256
ID638401693,7 Wave St,3,h,2100000.0,17/06/2017,2.0,1.0,455.0,29.0,-37.93739,145.00513
ID853629908,9/434 Kooyong Rd,2,u,630000.0,20/05/2017,1.0,1.0,0.0,16.0,-37.8937,145.0137
ID423655108,9/314 Neerim Rd,3,u,602500.0,16/07/2016,1.0,2.0,0.0,49.0,-37.8893,145.0589
ID734825893,5/361 Royal Pde,1,u,401000.0,19/11/2016,1.0,1.0,0.0,129.0,-37.7852,144.9589
ID184068539,6/183 Kooyong Rd,2,u,866000.0,30/07/2016,0.0,0.0,0.0,84.0,-37.8458,145.0221
ID368128628,1004/58 Jeffcott St,3,u,650000.0,3/12/2016,2.0,1.0,0.0,79.0,-37.8117,144.9518
ID367609315,195 Blackshaws Rd,3,h,975000.0,13/05/2017,2.0,2.0,333.0,9.0,-37.8334,144.8673
ID341893389,31 Southampton St,3,h,860500.0,17/09/2016,2.0,2.0,322.0,39.0,-37.7963,144.8862
ID199466845,1/1 Clarendon St,3,t,650000.0,8/07/2017,2.0,2.0,159.0,3.0,-37.78502,144.86733
ID183297368,6 The Mews,3,h,400000.0,8/07/2017,1.0,1.0,301.0,21.0,-38.0457,145.27395
ID850184159,18 Vincent St,4,h,902000.0,17/06/2017,2.0,4.0,726.0,59.0,-37.93058,145.16308
ID311881846,3/43 Danin St,3,t,676000.0,3/09/2017,2.0,2.0,122.0,7.0,-37.72304000000001,144.92864
ID180914287,66 Roseberry St,3,h,1865000.0,4/03/2017,2.0,2.0,431.0,69.0,-37.8269,145.0496
ID500936525,2/825 Park St,1,u,440000.0,22/08/2016,1.0,1.0,0.0,129.0,-37.7769,144.9523
ID380894232,92 Winmalee Rd,3,h,2330000.0,15/07/2017,2.0,4.0,656.0,49.0,-37.8079,145.09162
ID260845280,90 Bryant St,2,h,1100000.0,6/05/2017,1.0,1.0,186.0,109.0,-37.7837,144.9338
ID876209423,4/110 Walpole St,2,u,700000.0,6/05/2017,1.0,1.0,0.0,49.0,-37.7977,145.0333
ID367457264,1/1110 Glen Huntly Rd,2,u,450000.0,29/07/2017,1.0,1.0,0.0,9.0,-37.88937,145.04038
ID295169620,2/2 St Kinnord St,1,u,380000.0,3/12/2016,1.0,1.0,0.0,29.0,-37.7561,144.9028
ID207727032,414 Waverley Rd,3,h,1220000.0,29/04/2017,1.0,2.0,446.0,39.0,-37.8784,145.0654
ID287382457,5/68 Brown St,2,u,546500.0,3/12/2016,1.0,1.0,132.0,47.0,-37.7519,145.0687
ID347208558,12 Hilda St,4,h,2200000.0,4/03/2017,3.0,2.0,567.0,99.0,-37.8742,145.0614
ID554172031,404 Bay St,2,h,1016500.0,10/09/2016,1.0,1.0,131.0,19.0,-37.8352,144.9458
ID430082397,11 Highview Rd,5,h,1500000.0,23/04/2016,2.0,2.0,605.0,59.0,-37.7832,145.0796
ID222762802,93 Church Rd,4,h,1200000.0,19/08/2017,2.0,1.0,650.0,24.0,-37.78911,145.13724
ID114753572,101/201 Whitehorse Rd,2,u,635000.0,8/10/2016,1.0,1.0,0.0,5.0,-37.8116,145.0724
ID834443804,81 Fromer St,4,h,1430000.0,22/08/2016,2.0,2.0,611.0,49.0,-37.9289,145.0481
ID613609114,389 Gore St,3,h,2700000.0,12/08/2017,3.0,1.0,433014.0,79.0,-37.797509999999996,144.98309
ID262668155,301/163 Cremorne St,1,u,425000.0,6/08/2016,1.0,1.0,0.0,12.0,-37.8301,144.9904
ID982324254,111 Stokes St,4,h,2160000.0,28/05/2016,3.0,2.0,232.0,22.0,-37.8392,144.9378
ID950406941,548 Centre Rd,3,h,770000.0,10/12/2016,2.0,2.0,0.0,32.0,-37.9193,145.0438
ID617024901,40 Campbell Gr,3,h,1420000.0,17/09/2016,1.0,2.0,362.0,109.0,-37.8337,145.0504
ID210419994,4/163 Centre Dandenong Rd,2,u,560000.0,29/07/2017,1.0,2.0,182.0,9.0,-37.96718,145.07681000000005
ID477868267,1 Weston St,3,h,1860000.0,14/05/2016,1.0,4.0,671.0,59.0,-37.8117,145.0775
ID226335709,19 Bruce St,3,h,1270000.0,12/08/2017,2.0,2.0,585.0,19.0,-37.742509999999996,145.0008
ID254768002,17 Mathieson St,3,h,860000.0,8/10/2016,1.0,3.0,586.0,69.0,-37.7205,144.9659
ID806874945,2/13 Walker St,2,u,471000.0,4/03/2017,1.0,1.0,564.0,49.0,-37.7665,144.9425
ID435417666,22 Orchard Gr,3,h,901000.0,29/07/2017,2.0,2.0,678.0,44.0,-37.83637,145.24246000000005
ID844489558,507/325 Collins St,2,u,733000.0,24/09/2016,2.0,1.0,0.0,54.0,-37.8166,144.9635
ID906671106,6 Paul Gr,4,h,675000.0,24/06/2017,2.0,2.0,1031.0,59.0,-38.00224,145.41081
ID616884927,18 Violet Gr,3,h,2325000.0,10/09/2016,2.0,1.0,373.0,109.0,-37.8281,145.0391
ID827995421,20 Stillman St,2,h,1430000.0,18/06/2016,1.0,2.0,292.0,6.0,-37.8218,145.0089
ID710451457,34 Haughton Pde,4,h,1150000.0,13/05/2017,1.0,2.0,672.0,119.0,-37.7438,145.0769
ID446123803,92 Sarissa St,4,h,795000.0,15/07/2017,2.0,2.0,499.0,44.0,-37.66641,144.98781
ID878819268,1/3 Liardet St,2,u,670000.0,22/08/2016,1.0,1.0,0.0,13.0,-37.8424,144.9449
ID905561662,8 Dudley Pde,5,h,2350000.0,15/10/2016,2.0,4.0,838.0,109.0,-37.8252,145.0721
ID438669692,12 Williamstown Rd,4,h,925000.0,19/11/2016,2.0,1.0,276.0,71.0,-37.8039,144.8849
ID862871386,29 Winchester St,2,h,1015000.0,14/05/2016,1.0,1.0,228.0,109.0,-37.7685,144.9183
ID357750757,9/58 The Avenue,1,u,412500.0,10/12/2016,1.0,1.0,0.0,49.0,-37.8533,144.9986
ID376889657,125/33 Jeffcott St,2,u,670000.0,8/07/2017,1.0,1.0,17.0,23.0,-37.8118,144.95259
ID616311190,37/151 Fitzroy St,2,u,571000.0,12/06/2016,1.0,1.0,7458.0,18.0,-37.8591,144.97899999999996
ID558612710,10 Hastings St,3,h,1460000.0,17/09/2016,1.0,2.0,742.0,69.0,-37.8529,145.0962
ID821741387,7 Webb La,2,t,1350000.0,17/06/2017,2.0,1.0,87.0,14.0,-37.81803,144.9892
ID148979791,251 Gaffney St,4,h,820000.0,25/02/2017,1.0,1.0,420.0,12.0,-37.7326,144.9475
ID164325435,91 Gowrie St,3,h,822000.0,13/05/2017,1.0,2.0,738.0,59.0,-37.6972,144.941
ID737513156,31 Seggan Cir,3,t,532000.0,3/09/2016,2.0,1.0,149.0,14.0,-37.7068,144.8963
ID794199872,19 Hughes St,3,h,570500.0,10/12/2016,1.0,1.0,471.0,59.0,-37.7924,144.8523
ID874324090,21 Emerald St,3,h,820000.0,23/09/2017,1.0,2.0,493.0,21.0,-37.74305,145.01811999999995
ID857034204,17 Fern St,3,h,480000.0,16/04/2016,1.0,2.0,696.0,59.0,-37.7836,144.7988
ID879976260,581 Waterdale Rd,2,h,532000.0,27/05/2017,2.0,1.0,220.0,69.0,-37.73549000000001,145.0487
ID244958800,2 Kershaw St,4,h,1320000.0,3/09/2017,2.0,5.0,600.0,69.0,-37.998059999999995,145.08829
ID500859270,9/22 Stanley St,1,u,452000.0,4/03/2017,1.0,1.0,816.0,19.0,-37.802,144.9848
ID690985963,70 Munro St,3,h,955000.0,14/05/2016,1.0,1.0,263.0,109.0,-37.7753,144.9116
ID389796537,2 Francis St,3,h,1032000.0,24/09/2016,1.0,0.0,128.0,119.0,-37.8198,145.0026
ID208348086,3/36 Crookston Rd,3,u,510000.0,17/06/2017,1.0,1.0,178.0,10.0,-37.70985,145.02073000000001
ID312477475,22 Greig St,3,h,3755000.0,26/07/2016,2.0,2.0,325.0,109.0,-37.8413,144.95
ID407244311,1 Christie St,3,h,632000.0,23/09/2017,1.0,1.0,562.0,59.0,-37.772240000000004,144.77381
ID930595202,11 Keiller St,3,h,1060000.0,16/09/2017,2.0,3.0,465.0,71.0,-37.93524,145.03438
ID638401693,7 Wave St,3,h,2100000.0,17/06/2017,2.0,1.0,455.0,29.0,-37.93739,145.00513
ID469117423,2/6 Murra Ct,2,u,700000.0,22/08/2016,1.0,2.0,192.0,12.0,-37.8709,145.102
ID477066134,4 Alexandra St,5,h,1050000.0,24/06/2017,3.0,3.0,616.0,59.0,-37.70557,145.10859
ID857616159,18 Pullar St,2,h,472500.0,20/05/2017,1.0,0.0,315.0,29.0,-37.7835,144.8723
ID370796363,1/381 Elgar Rd,3,t,943000.0,29/07/2017,1.0,1.0,248.0,19.0,-37.82335,145.11358
ID473683937,5 Margaret St,3,h,981000.0,22/05/2016,1.0,2.0,601.0,69.0,-37.9361,145.0456
ID631407369,24 Kurrajong St,3,h,950000.0,28/05/2016,1.0,1.0,598.0,59.0,-37.9129,145.0786
ID876201648,187 Southern Rd,2,h,715000.0,25/02/2017,1.0,3.0,609.0,69.0,-37.7415,145.0391
ID581334664,28 Atkin St,4,h,550000.0,8/07/2017,2.0,2.0,1241.0,49.0,-37.686859999999996,144.58157
ID830382146,16 Selwyn St,3,h,791000.0,25/02/2017,1.0,3.0,743.0,49.0,-37.7817,144.8159
ID702164907,44 Denbigh Rd,4,h,3625000.0,27/11/2016,1.0,2.0,709.0,119.0,-37.8574,145.016
ID874346220,35 Green St,5,h,1420000.0,27/11/2016,3.0,1.0,455.0,13.0,-37.7653,145.0392
ID611591743,36 Clinton St,4,h,1630000.0,13/05/2017,2.0,1.0,596.0,69.0,-37.9113,145.0207
ID457788425,35 Hunter St,3,h,1287000.0,18/03/2017,1.0,1.0,620.0,14.0,-37.9031,145.0578
ID489022221,61 Rachelle Rd,4,h,1420000.0,12/11/2016,2.0,2.0,613.0,8.0,-37.7453,144.8721
ID320503846,1 Sinclair Grn,4,h,695000.0,23/09/2017,2.0,2.0,516.0,19.0,-37.78763,144.75963000000004
ID939015130,5 Rubens Ct,4,h,1035000.0,27/05/2017,2.0,2.0,702.0,7.0,-37.91075,145.18758
ID288559308,31 Norma Rd,3,h,1131000.0,17/06/2017,1.0,2.0,697.0,131.0,-37.841879999999996,145.16982
ID138862418,17/39 Horne St,3,t,850000.0,19/11/2016,2.0,2.0,108.0,19.0,-37.8861,145.0014
ID122626946,13/55 Darling St,2,u,650000.0,4/06/2016,1.0,1.0,0.0,33.0,-37.8344,144.9916
ID195322156,2/125 Ferguson St,1,u,331000.0,28/05/2016,1.0,1.0,0.0,14.0,-37.8586,144.8933
ID950274070,118/80 Ormond St,2,u,442000.0,10/12/2016,2.0,1.0,3448.0,9.0,-37.7976,144.9285
ID689884768,15 Murray St,4,h,3000000.0,18/03/2017,2.0,2.0,661.0,89.0,-37.8844,145.0117
ID442375053,18 Normanby Rd,3,h,930000.0,16/04/2016,1.0,2.0,588.0,59.0,-37.9286,145.069
ID415233628,11/165 Noone St,2,u,640000.0,22/07/2017,2.0,1.0,533.0,8.0,-37.79443,144.99944
ID650224385,2/19 Swindon Rd,3,t,828000.0,7/05/2016,2.0,1.0,206.0,17.0,-37.8966,145.0863
ID319412068,92 Gilbert Rd,2,h,986000.0,22/05/2016,1.0,1.0,472.0,79.0,-37.7484,144.9886
ID774828877,10/81 Koornang Rd,2,u,662000.0,17/09/2016,2.0,1.0,0.0,49.0,-37.8873,145.0572
ID819262161,28 Ellington St,4,h,1960000.0,16/04/2016,3.0,4.0,708.0,49.0,-37.8923,145.0177
ID430349082,68 Hardiman St,2,h,1211000.0,27/11/2016,1.0,1.0,183.0,13.0,-37.7959,144.9342
ID398767878,61 Canterbury St,3,h,1012000.0,13/08/2016,1.0,1.0,212.0,89.0,-37.7818,144.9247
ID988007119,52a Florence St,3,h,1190000.0,16/09/2017,2.0,2.0,297.0,14.0,-37.85537,144.87578
ID572045929,1/308 Canterbury Rd,2,u,805000.0,13/08/2016,1.0,2.0,297.0,119.0,-37.8255,145.092
ID482349054,1/10 Gillard St,2,h,870000.0,13/05/2017,1.0,1.0,271.0,7.0,-37.8512,145.1145
ID264654610,3 Thornley Dr,4,h,740000.0,27/05/2017,2.0,2.0,796.0,15.0,-38.06022,145.35044
ID872935759,203/196 Albert Rd,2,u,1050000.0,17/09/2016,2.0,2.0,0.0,18.0,-37.8372,144.9672
ID929867695,5/162 Westgarth St,2,u,592000.0,4/03/2017,1.0,2.0,0.0,99.0,-37.7828,145.0096
ID510323917,1/1 Clarendon St,3,t,675000.0,22/04/2017,2.0,2.0,159.0,3.0,-37.785,144.8673
ID525593499,62 Everard St,3,h,500000.0,10/09/2016,1.0,1.0,589.0,16.0,-37.6993,144.9393
ID231631054,17 Convent Ct,2,h,935000.0,12/11/2016,1.0,2.0,833.0,59.0,-37.7297,144.9654
ID937357226,38 Stanhope St,3,h,632000.0,12/08/2017,1.0,4.0,697.0,59.0,-37.68557,144.93156000000005
ID699587186,12 Murillo Ct,5,h,1535000.0,4/03/2017,3.0,2.0,681.0,44.0,-37.7722,145.1309
ID160004651,2 Blackwood St,3,h,801000.0,16/09/2017,1.0,1.0,852.0,79.0,-37.67601,145.02955
ID955713289,470 Brunswick St,2,h,860000.0,3/09/2016,1.0,0.0,104.0,139.0,-37.7927,144.9796
ID634487447,1173 North Rd,3,h,1035000.0,12/11/2016,1.0,2.0,650.0,44.0,-37.91,145.0914
ID186736283,76 Arnold St,3,h,1700000.0,27/11/2016,1.0,2.0,341.0,9.0,-37.7832,144.9655
ID622781225,1/23 Glen St,2,u,670000.0,15/07/2017,1.0,0.0,0.0,39.0,-37.83108,145.0353
ID968416596,1 Durkin St,2,h,740000.0,16/04/2016,2.0,1.0,213.0,13.0,-37.8441,144.8805
ID511964738,114 Beavers Rd,3,h,1000000.0,24/06/2017,1.0,1.0,188.0,39.0,-37.76592,144.99265
ID489714649,61 Weatherall Rd,4,h,1500000.0,24/06/2017,2.0,3.0,724.0,54.0,-37.97076,145.04186
ID568165086,21 Butler St,3,h,1325000.0,1/07/2017,2.0,2.0,441.0,19.0,-37.74664,144.92285
ID618696084,11a Oconnor St,2,h,611000.0,8/10/2016,1.0,2.0,379.0,3.0,-37.7108,145.0048
ID770769848,3/58 Moore St,3,t,740000.0,8/10/2016,2.0,1.0,255.0,5.0,-37.7546,144.9713
ID221357100,9/25 Derby St,2,u,557000.0,24/09/2016,1.0,1.0,0.0,27.0,-37.8034,145.0369
ID226975848,4/97 Hawdon St,4,u,830000.0,24/09/2016,2.0,2.0,1180.0,9.0,-37.7551,145.0646
ID654992211,25 Simpson St,4,h,2340000.0,28/08/2016,2.0,3.0,824.0,99.0,-37.7803,145.0063
ID553376674,29 Oak St,4,h,3900000.0,27/05/2017,2.0,1.0,595.0,17.0,-37.813959999999994,145.01899
ID752714149,14 Elysee Ct,4,h,780000.0,22/08/2016,2.0,2.0,539.0,53.0,-37.7115,144.8966
ID557340424,18 Achilles St,2,h,415000.0,28/05/2016,1.0,1.0,422.0,59.0,-37.7343,145.04399999999995
ID198895491,11 Mais St,4,h,905000.0,8/04/2017,2.0,2.0,696.0,54.0,-37.7074,145.0276
ID905989662,26 Lowalde Dr,3,h,595000.0,26/08/2017,1.0,2.0,536.0,39.0,-37.64972,145.04086
ID177389261,10/40 Young St,2,t,515000.0,12/11/2016,1.0,1.0,1981.0,13.0,-37.7677,144.9221
ID939285060,4/2 Alfred St,2,u,830000.0,7/05/2016,1.0,1.0,727.0,19.0,-37.8503,144.9855
ID880335862,77 Melbourne Rd,3,h,1210000.0,25/02/2017,1.0,0.0,249.0,109.0,-37.86,144.895
ID314700751,12 Selola Ct,3,h,652500.0,27/11/2016,1.0,1.0,592.0,59.0,-37.6968,144.9674
ID168616668,16 Fenwick St,2,h,910000.0,18/06/2016,1.0,1.0,100.0,49.0,-37.7879,144.9759
ID747723518,57 Eastwood St,3,h,813500.0,22/05/2016,1.0,1.0,165.0,22.0,-37.7907,144.9303
ID637745558,130 High St,4,h,1550000.0,14/05/2016,0.0,0.0,769.0,99.0,-37.8628,145.0734
ID959088026,1/22 Lex Gr,3,t,770000.0,11/02/2017,2.0,2.0,272.0,7.0,-37.7182,144.9244
ID679603941,3/25 Devon Rd,2,u,550000.0,22/07/2017,1.0,1.0,164.0,11.0,-37.72219000000001,144.92559
ID433192537,21 Tait St,3,h,950000.0,14/05/2016,2.0,2.0,281.0,69.0,-37.8431,144.8845
ID465373412,1 Monterey Bvd,3,h,452000.0,3/06/2017,1.0,0.0,624.0,57.0,-38.1187,145.14973
ID839792128,96 Roden St,3,h,2370000.0,4/06/2016,3.0,2.0,265.0,139.0,-37.8073,144.9481
ID886265964,12/200 Brighton St,2,u,695000.0,10/09/2016,1.0,2.0,0.0,22.0,-37.8333,144.998
ID418583586,4 Tambet St,3,h,1100000.0,8/10/2016,1.0,2.0,578.0,64.0,-37.9186,145.0709
ID633909574,1/48 Ormond Rd,2,u,1015000.0,13/08/2016,1.0,2.0,0.0,16.0,-37.8844,144.9855
ID753418106,198 Raglan St,2,h,910000.0,18/03/2017,2.0,1.0,352.0,69.0,-37.7495,145.0092
ID685905316,6 Oakdene Pl,3,h,2525000.0,3/06/2017,2.0,1.0,805.0,89.0,-37.7714,145.05963
ID419069655,39 Elimatta Rd,3,h,1430000.0,22/05/2016,2.0,2.0,603.0,74.0,-37.9023,145.0568
ID906304887,4 Finn Ct,3,h,1051000.0,10/12/2016,2.0,1.0,962.0,49.0,-37.7644,145.112
ID782454631,11/368 Dryburgh St,1,u,358000.0,27/11/2016,1.0,1.0,649.0,49.0,-37.7971,144.9448
ID976493044,6 Daley St,4,h,2400000.0,18/06/2016,2.0,2.0,560.0,99.0,-37.8822,144.9913
ID812079983,25 Clauscen St,3,h,1150000.0,3/09/2016,2.0,2.0,649.0,59.0,-37.7642,145.1157
ID537312908,378 Manningham Rd,4,h,1401000.0,25/02/2017,3.0,2.0,650.0,49.0,-37.7785,145.1212
ID767359183,8 Ashmore Av,4,h,1800000.0,12/08/2017,2.0,2.0,656.0,69.0,-38.00119,145.08588999999995
ID661999972,28 Through Rd,3,h,750000.0,24/06/2017,1.0,1.0,446.0,64.0,-37.7987,145.23032
ID808848166,14/854 Pascoe Vale Rd,2,u,230000.0,18/03/2017,1.0,1.0,1996.0,49.0,-37.702,144.9154
ID983938076,8/86 Queens Pde,3,t,775000.0,28/05/2016,2.0,2.0,0.0,121.0,-37.7918,144.9824
ID971099817,2/222 Milleara Rd,3,u,470000.0,14/05/2016,1.0,1.0,254.0,49.0,-37.74800000000001,144.863
ID714716925,78 Stewart St,3,h,910000.0,8/10/2016,1.0,1.0,215.0,89.0,-37.7642,144.9688
ID855675079,8/102 Cross St,2,u,480000.0,3/06/2017,1.0,1.0,1157.0,99.0,-37.800290000000004,144.87859
ID379014013,5/6 MacPherson St,2,u,348000.0,1/07/2017,1.0,0.0,156.0,25.0,-37.987120000000004,145.22262
ID483600755,5 Patrick St,3,h,847000.0,1/07/2017,1.0,2.0,650.0,8.0,-37.71399,144.92264
ID361523306,6/105 Locksley Rd,2,u,490000.0,7/05/2016,1.0,1.0,0.0,59.0,-37.7669,145.0505
ID350978899,2/71 Roslyn St,4,t,1630000.0,25/02/2017,2.0,2.0,432.0,19.0,-37.9228,145.0022
ID802586692,7 Leicester St,3,h,1121000.0,8/04/2017,2.0,3.0,604.0,94.0,-37.7438,144.9971
ID112733701,46 Cassels Rd,2,h,860000.0,16/04/2016,1.0,2.0,352.0,119.0,-37.7566,144.9599
ID768443641,18 Jessie St,2,h,1006000.0,26/08/2017,1.0,1.0,716.0,34.0,-37.71589,144.92176
ID843098378,7 Fullbrook Dr,3,h,480000.0,26/08/2017,2.0,2.0,646.0,84.0,-37.56005,144.70892
ID194395717,8 Fulham Cl,3,h,750000.0,26/08/2017,1.0,2.0,698.0,59.0,-38.16624,145.13297
ID797688718,1/30 Grenville St,2,u,895000.0,3/09/2016,1.0,1.0,228.0,44.0,-37.9355,145.0008
ID418585420,33 Cecil St,3,h,1310000.0,24/09/2016,2.0,1.0,185.0,119.0,-37.8664,144.9072
ID420663878,7 Wiltshire St,3,h,1425000.0,17/06/2017,3.0,3.0,81.0,19.0,-37.82622,144.99878999999999
ID667914492,38 MacGregor St,3,h,1837000.0,6/08/2016,2.0,1.0,769.0,99.0,-37.8799,145.0552
ID669865215,10/51 Stephen St,2,u,397000.0,13/05/2017,1.0,1.0,0.0,44.0,-37.8128,144.8953
ID247345124,700 Rathdowne St,4,h,2175000.0,7/05/2016,1.0,0.0,418.0,99.0,-37.7808,144.9736
ID447339157,2/34 Bamfield Rd,3,t,715000.0,27/05/2017,2.0,2.0,192.0,34.0,-37.741279999999996,145.05607
ID298305917,24 Stymie St,5,h,1000000.0,11/02/2017,2.0,2.0,544.0,19.0,-37.7147,145.0296
ID547789235,612 Riversdale Rd,4,h,2750000.0,28/05/2016,3.0,1.0,0.0,107.0,-37.8325,145.0649
ID968277159,99 Christmas St,2,h,1575000.0,7/11/2016,1.0,3.0,607.0,74.0,-37.7668,145.0149
ID495503241,17 Janet St,3,h,912000.0,20/05/2017,1.0,3.0,660.0,54.0,-37.7466,144.8707
ID580606933,7/3 Ensign St,2,u,330000.0,10/12/2016,1.0,1.0,950.0,17.0,-37.7665,144.9004
ID769753926,268 Wright St,4,h,601000.0,11/03/2017,1.0,4.0,520.0,22.0,-37.7942,144.8112
ID699591298,10 Yarrabin St,3,h,810000.0,7/11/2016,1.0,2.0,349.0,69.0,-37.7589,144.9368
ID668902642,98 Charles St,2,h,1636000.0,8/10/2016,1.0,2.0,256.0,129.0,-37.806,144.9954
ID907673045,2/575 Warrigal Rd,3,t,850000.0,20/05/2017,2.0,2.0,321.0,69.0,-37.9316,145.0806
ID356100559,7/16 The Esplanade,2,u,591000.0,29/07/2017,1.0,1.0,0.0,49.0,-37.78791,145.00588
ID317290121,97 Albert St,3,h,1150000.0,23/09/2017,1.0,2.0,830.0,21.0,-37.74103,145.02289
ID936754009,22 Wheeler Pl,3,h,1400000.0,19/11/2016,2.0,2.0,383.0,119.0,-37.7565,144.9241
ID953029077,18 Altona St,2,h,1070000.0,17/06/2017,1.0,0.0,282.0,41.0,-37.79882,144.92745
ID317698584,85 Waimarie Dr,4,h,1728000.0,17/06/2017,3.0,2.0,720.0,59.0,-37.87833,145.13731
ID573962608,26 Leila Rd,3,h,1716000.0,28/08/2016,2.0,1.0,817.0,94.0,-37.9007,145.047
ID888200969,47/202 The Avenue,1,u,395000.0,11/02/2017,1.0,1.0,2469.0,129.0,-37.7827,144.9575
ID998121835,10/3 Lytton St,2,u,500000.0,29/04/2017,1.0,1.0,4076.0,10.0,-37.7941,144.9678
ID484634269,16 Marian St,4,h,3399000.0,27/05/2017,2.0,2.0,446.0,17.0,-37.82785,145.03816
ID409080897,50 Buckley St,3,h,1700000.0,6/05/2017,2.0,1.0,763.0,54.0,-37.7573,144.9221
ID140599032,8/18 Edgar St,2,u,680000.0,15/10/2016,1.0,1.0,0.0,73.0,-37.8566,145.0454
ID461871839,5 Crew St,3,h,710000.0,19/11/2016,1.0,1.0,616.0,59.0,-37.7306,145.0854
ID798589538,3 Kimber St,3,h,1330000.0,22/04/2017,1.0,1.0,154.0,119.0,-37.8264,145.0123
ID846766824,1403/38 Bank St,3,u,1250000.0,17/06/2017,2.0,3.0,0.0,18.0,-37.83185,144.96817
ID291331294,69 Bowen Rd,4,h,1470000.0,3/09/2017,2.0,2.0,775.0,49.0,-37.80126,145.1665
ID690723003,35 Leicester St,3,h,1017500.0,17/06/2017,1.0,2.0,592.0,129.0,-37.743559999999995,144.99464
ID196174374,27 Helene Ct,4,h,783000.0,3/06/2017,1.0,3.0,730.0,44.0,-37.87377,145.28688
ID400612008,9/12 Charnwood Rd,2,u,560000.0,10/09/2016,1.0,2.0,1676.0,44.0,-37.8585,144.9852
ID367857516,31 Smart St,2,h,1800000.0,13/05/2017,1.0,0.0,221.0,119.0,-37.8163,145.0251
ID808674929,49C Dresden St,2,t,680000.0,27/05/2017,1.0,1.0,129.0,6.0,-37.749309999999994,145.05505
ID855339682,33 Somerville St,4,h,1316000.0,7/11/2016,2.0,2.0,716.0,54.0,-37.778,145.1173
ID915792474,31 Prentice St,3,h,1450000.0,19/11/2016,1.0,2.0,351.0,104.0,-37.8832,145.0133
ID373551449,26 Hodder St,2,h,1250000.0,3/12/2016,1.0,2.0,443.0,11.0,-37.9077,145.0229
ID991210002,71 Oak St,2,h,1470000.0,3/06/2017,1.0,4.0,633.0,59.0,-37.98489,145.04116000000005
ID670876569,1/79 Coghlan St,3,t,800000.0,29/04/2017,2.0,2.0,202.0,4.0,-37.7418,144.8833
ID501185812,254 Rathmines St,4,h,2000000.0,22/05/2016,3.0,2.0,575.0,4.0,-37.7671,145.0176
ID487468474,4 Isla St,3,h,685000.0,10/12/2016,1.0,3.0,592.0,29.0,-37.7751,144.8342
ID344168315,5/143 Canterbury Rd,1,u,400000.0,8/10/2016,1.0,1.0,0.0,89.0,-37.8522,144.9678
ID134604242,30/49 Head St,3,t,1600000.0,27/05/2017,2.0,4.0,0.0,39.0,-37.89168,144.99161999999995
ID343988641,10/432 Punt Rd,2,u,370000.0,12/11/2016,1.0,1.0,0.0,49.0,-37.8374,144.9871
ID924044210,11/48 Princess St,2,u,590000.0,15/10/2016,1.0,1.0,0.0,44.0,-37.805,145.0294
ID181069718,52 Parkmore Rd,2,h,1020000.0,15/07/2017,1.0,1.0,581.0,49.0,-37.84207,145.17795
ID661999972,28 Through Rd,3,h,750000.0,24/06/2017,1.0,1.0,446.0,64.0,-37.7987,145.23032
ID955401607,41 McKinnon Rd,2,h,1200000.0,12/08/2017,1.0,2.0,397.0,79.0,-37.90978,145.02937
ID440441126,6 Rosewall Pl,3,h,790000.0,19/08/2017,1.0,2.0,532.0,44.0,-37.93765,145.10583
ID734113826,36 Primrose St,3,h,1065000.0,10/12/2016,1.0,1.0,395.0,109.0,-37.7593,144.9276
ID510323917,1/1 Clarendon St,3,t,675000.0,22/04/2017,2.0,2.0,159.0,3.0,-37.785,144.8673
ID511721405,35 Auburn Gr,3,h,2102000.0,20/05/2017,2.0,1.0,271.0,34.0,-37.8256,145.0486
ID641898797,39 Barry St,3,h,1710000.0,4/06/2016,1.0,1.0,247.0,129.0,-37.7798,144.9952
ID143883413,3/134 Cooper St,2,u,585000.0,15/10/2016,1.0,1.0,160.0,44.0,-37.7421,144.8995
ID410564079,2C Castlemaine St,3,h,1425000.0,29/04/2017,3.0,2.0,305.0,12.0,-37.8149,144.8942
ID487468474,4 Isla St,3,h,685000.0,10/12/2016,1.0,3.0,592.0,29.0,-37.7751,144.8342
